"data_id","age","comprehension","production","language","form","birth_order","ethnicity","sex","zygosity","norming","mom_ed","longitudinal","source_name","license","is_first"
132265,21,124,124,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132266,27,673,673,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132267,17,33,33,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132268,24,526,526,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132269,18,334,334,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132270,19,57,57,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132271,27,360,360,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132272,17,91,91,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132274,28,369,369,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132277,26,195,195,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132278,30,483,483,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132283,19,290,290,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132284,17,54,54,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132287,25,482,482,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132288,19,196,196,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132289,18,9,9,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132290,16,36,36,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132291,24,539,539,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132292,26,607,607,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132296,19,281,281,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132297,30,483,483,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132298,27,378,378,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132302,21,247,247,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132303,27,389,389,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132305,18,50,50,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132306,24,515,515,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132307,23,91,91,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132309,23,47,47,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132310,27,390,390,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132311,16,28,28,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132312,30,607,607,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132313,18,44,44,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132316,28,640,640,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132318,17,99,99,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132319,17,109,109,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132322,25,480,480,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132323,24,225,225,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132324,23,106,106,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132325,20,184,184,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132326,23,461,461,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132327,23,360,360,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132329,30,441,441,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132330,29,254,254,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132332,18,26,26,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132333,17,64,64,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132335,18,193,193,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132336,19,22,22,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132337,17,59,59,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132338,17,24,24,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132339,23,131,131,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132340,17,57,57,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132343,18,14,14,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132344,30,491,491,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132346,18,166,166,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132347,26,409,409,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132348,19,196,196,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132349,25,482,482,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132351,25,257,257,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132352,17,6,6,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132353,30,523,523,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132354,23,121,121,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132355,27,602,602,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132356,20,17,17,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132357,21,650,650,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132358,22,549,549,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132359,29,447,447,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132360,17,91,91,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132361,29,572,572,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132362,20,100,100,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132364,29,572,572,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132365,29,117,117,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132366,29,187,187,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132367,16,36,36,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132368,17,39,39,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132369,25,603,603,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132371,29,318,318,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132372,16,28,28,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132373,28,279,279,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132374,30,474,474,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132375,17,16,16,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132376,27,595,595,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132380,29,645,645,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132381,26,233,233,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132382,28,259,259,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132383,27,652,652,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132384,30,458,458,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132385,29,680,680,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132387,16,22,22,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132389,25,668,668,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132390,27,554,554,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132392,24,361,361,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132393,20,181,181,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132397,20,64,64,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132398,18,21,21,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132401,21,65,65,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132402,20,151,151,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132403,18,310,310,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132404,21,42,42,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132405,22,115,115,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132406,17,58,58,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132408,24,231,231,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132409,22,362,362,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132411,27,602,602,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132413,30,596,596,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132414,30,595,595,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132415,24,582,582,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132416,16,37,37,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132417,29,323,323,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132419,29,511,511,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132420,22,295,295,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132421,29,489,489,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132423,20,137,137,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132424,19,227,227,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132425,18,44,44,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132426,19,101,101,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132427,30,640,640,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132429,24,251,251,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132430,29,484,484,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132432,21,313,313,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132433,19,135,135,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132435,20,51,51,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132436,24,66,66,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132437,28,561,561,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132438,21,137,137,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132439,20,39,39,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132443,24,557,557,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132444,16,21,21,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132445,17,249,249,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132446,17,13,13,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132447,23,35,35,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132448,23,545,545,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132451,24,238,238,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132452,16,20,20,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132453,17,55,55,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132454,30,390,390,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132455,29,123,123,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132456,27,565,565,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132458,21,96,96,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132459,22,272,272,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132460,23,356,356,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132461,29,567,567,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132464,25,256,256,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132465,27,289,289,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132466,27,160,160,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132467,27,185,185,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132468,27,474,474,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132469,27,342,342,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132470,27,238,238,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132471,28,599,599,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132472,29,670,670,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132473,21,225,225,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132474,30,150,150,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132477,30,580,580,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132478,30,666,666,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132479,29,639,639,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132480,29,424,424,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132481,30,405,405,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132483,22,210,210,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132484,19,70,70,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132486,26,286,286,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132489,25,338,338,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132490,22,259,259,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132491,25,7,7,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132492,25,7,7,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132493,22,215,215,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132494,20,165,165,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132495,25,437,437,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132496,23,228,228,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132497,23,341,341,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132498,23,452,452,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132499,23,81,81,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132500,23,338,338,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132501,20,258,258,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132502,23,407,407,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132503,23,399,399,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132504,22,324,324,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132505,16,35,35,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132506,22,401,401,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132507,25,395,395,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132508,19,151,151,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132510,20,137,137,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132511,16,50,50,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132512,23,120,120,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132513,19,100,100,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132514,16,17,17,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132516,20,101,101,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132518,30,555,555,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132520,17,142,142,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132522,22,246,246,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132523,21,332,332,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132528,20,103,103,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132530,24,202,202,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132533,16,148,148,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132534,23,164,164,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132535,22,332,332,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132540,28,653,653,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132541,16,643,643,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132542,20,31,31,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132543,25,245,245,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132545,23,97,97,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132550,19,70,70,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132551,16,21,21,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132552,17,60,60,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132553,23,266,266,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132555,21,34,34,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132558,16,162,162,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132559,16,58,58,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132560,26,97,97,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132561,17,8,8,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132562,20,294,294,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132566,16,45,45,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132567,21,109,109,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132568,28,336,336,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132570,17,214,214,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132572,17,127,127,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132573,28,639,639,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132574,17,48,48,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132578,27,314,314,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132579,23,140,140,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132580,23,89,89,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132581,25,206,206,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132582,27,398,398,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132583,27,191,191,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
132584,27,187,187,"English (American)","WS",NA,NA,NA,NA,FALSE,NA,FALSE,"Smith (electronic)","CC-BY",NA
