"data_id","age","comprehension","production","language","form","birth_order","ethnicity","sex","zygosity","norming","mom_ed","longitudinal","source_name","license","is_first"
130700,16,45,45,"English (American)","WS","First","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130701,16,25,25,"English (American)","WS","First","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130702,16,16,16,"English (American)","WS","First","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130703,16,25,25,"English (American)","WS","Third","White","Male",NA,FALSE,"Secondary",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130704,16,4,4,"English (American)","WS","First","White","Male",NA,FALSE,"Some Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130705,16,10,10,"English (American)","WS","First","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130706,16,18,18,"English (American)","WS","Second","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130707,16,15,15,"English (American)","WS","Third","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130708,16,82,82,"English (American)","WS","Second","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130709,16,60,60,"English (American)","WS","First","White","Male",NA,FALSE,"Secondary",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130710,16,119,119,"English (American)","WS","Second","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130711,16,11,11,"English (American)","WS","Third","Black","Male",NA,TRUE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130712,16,36,36,"English (American)","WS","First","White","Male",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130713,16,18,18,"English (American)","WS","Second","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130714,16,33,33,"English (American)","WS","Third","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130715,16,265,265,"English (American)","WS","First","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130716,16,30,30,"English (American)","WS","Second","White","Male",NA,FALSE,"Some Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130717,16,62,62,"English (American)","WS","Second","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130718,16,182,182,"English (American)","WS","Second","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130719,16,30,30,"English (American)","WS","First","Black","Female",NA,FALSE,"Secondary",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130720,16,14,14,"English (American)","WS","Third","White","Male",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130721,16,74,74,"English (American)","WS","Second","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130722,16,9,9,"English (American)","WS","Fifth","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130723,16,1,1,"English (American)","WS","Third","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130724,16,29,29,"English (American)","WS","Second","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130725,16,6,6,"English (American)","WS","Second","White","Male",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130726,16,5,5,"English (American)","WS","First","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130727,16,7,7,"English (American)","WS","Third","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130728,16,137,137,"English (American)","WS","First","White","Female",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130729,16,82,82,"English (American)","WS","First","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130730,16,32,32,"English (American)","WS","Third","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130731,16,101,101,"English (American)","WS","Second","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130732,16,73,73,"English (American)","WS","Third","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130733,16,241,241,"English (American)","WS","First","White","Female",NA,FALSE,"Some Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130734,16,243,243,"English (American)","WS","First","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130735,16,18,18,"English (American)","WS","Second","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130736,16,36,36,"English (American)","WS","Second","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130737,16,24,24,"English (American)","WS","Third","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130738,16,118,118,"English (American)","WS","First","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130739,16,145,145,"English (American)","WS","First","Asian","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130740,16,9,9,"English (American)","WS","First","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130741,16,117,117,"English (American)","WS","First","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130742,16,36,36,"English (American)","WS","Second","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130743,16,33,33,"English (American)","WS","First","White","Male",NA,FALSE,"Some Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130744,16,23,23,"English (American)","WS","Second","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130745,16,22,22,"English (American)","WS","First","Hispanic","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130746,16,21,21,"English (American)","WS","Second","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130747,16,315,315,"English (American)","WS","Second","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130748,16,1,1,"English (American)","WS","First","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130749,16,167,167,"English (American)","WS","Third","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130750,16,10,10,"English (American)","WS","Second","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130751,16,62,62,"English (American)","WS","Second","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130752,16,13,13,"English (American)","WS","First","White","Male",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130753,16,92,92,"English (American)","WS","First","White","Female",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130754,16,336,336,"English (American)","WS","First","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130755,16,3,3,"English (American)","WS","Second","Asian","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130756,16,41,41,"English (American)","WS","Second","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130757,16,252,252,"English (American)","WS","Second","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130758,16,61,61,"English (American)","WS","First","White","Male",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130759,16,4,4,"English (American)","WS","Second","White","Male",NA,FALSE,"Some Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130760,16,6,6,"English (American)","WS","First","White","Male",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130761,16,17,17,"English (American)","WS","Second","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130762,16,66,66,"English (American)","WS","First","Black","Female",NA,TRUE,"Secondary",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130763,16,0,0,"English (American)","WS","Second","White","Male",NA,FALSE,"Secondary",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130764,16,39,39,"English (American)","WS","First","White","Female",NA,FALSE,"Some Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130765,16,46,46,"English (American)","WS","First","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130766,16,52,52,"English (American)","WS","First","White","Female",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130767,16,243,243,"English (American)","WS","Second","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130768,16,27,27,"English (American)","WS","Second","White","Male",NA,FALSE,"Secondary",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130769,16,10,10,"English (American)","WS","Third","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130770,17,65,65,"English (American)","WS","First","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130771,17,11,11,"English (American)","WS","First","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130772,17,50,50,"English (American)","WS","Second","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130773,17,2,2,"English (American)","WS","First","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130774,17,32,32,"English (American)","WS","First","Hispanic","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130775,17,13,13,"English (American)","WS","Second","White","Male",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130776,17,155,155,"English (American)","WS","Second","White","Female",NA,FALSE,"Some Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130777,17,46,46,"English (American)","WS","First","White","Male",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130778,17,39,39,"English (American)","WS","Third","White","Male",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130779,17,16,16,"English (American)","WS","Second","White","Male",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130780,17,79,79,"English (American)","WS","Third","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130781,17,24,24,"English (American)","WS","First","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130782,17,18,18,"English (American)","WS","Second","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130783,17,27,27,"English (American)","WS","First","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130784,17,99,99,"English (American)","WS","First","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130785,17,25,25,"English (American)","WS","First","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130786,17,18,18,"English (American)","WS","First","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130787,17,54,54,"English (American)","WS","First","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130788,17,41,41,"English (American)","WS","Fourth","White","Male",NA,FALSE,"Some Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130789,17,39,39,"English (American)","WS","Second","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130790,17,13,13,"English (American)","WS","First","Asian","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130791,17,14,14,"English (American)","WS","First","White","Male",NA,FALSE,"Some Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130792,17,17,17,"English (American)","WS","First","White","Female",NA,TRUE,"Secondary",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130793,17,11,11,"English (American)","WS","Second","Hispanic","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130794,17,221,221,"English (American)","WS","First","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130795,17,269,269,"English (American)","WS","First","White","Female",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130796,17,22,22,"English (American)","WS","Second","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130797,17,148,148,"English (American)","WS","Second","White","Male",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130798,17,53,53,"English (American)","WS","First","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130799,17,63,63,"English (American)","WS","First","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130800,17,18,18,"English (American)","WS","First","Hispanic","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130801,17,52,52,"English (American)","WS","First","White","Male",NA,FALSE,"Secondary",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130802,17,6,6,"English (American)","WS","Seventh","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130803,17,48,48,"English (American)","WS","Third","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130804,17,16,16,"English (American)","WS","First","White","Male",NA,FALSE,"Some Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130805,17,46,46,"English (American)","WS","First","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130806,17,20,20,"English (American)","WS","First","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130807,17,62,62,"English (American)","WS","Second","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130808,17,88,88,"English (American)","WS","Second","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130809,17,38,38,"English (American)","WS","Second","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130810,17,118,118,"English (American)","WS","Second","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130811,17,43,43,"English (American)","WS","First","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130812,17,8,8,"English (American)","WS","Second","White","Female",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130813,17,36,36,"English (American)","WS","Second","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130814,17,5,5,"English (American)","WS","Second","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130815,17,11,11,"English (American)","WS","Second","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130816,17,40,40,"English (American)","WS","First","White","Female",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130817,17,5,5,"English (American)","WS","First","Hispanic","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130818,18,102,102,"English (American)","WS","First","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130819,18,174,174,"English (American)","WS","First","White","Male",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130820,18,44,44,"English (American)","WS","First","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130821,18,67,67,"English (American)","WS","First","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130822,18,20,20,"English (American)","WS","Second","White","Male",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130823,18,127,127,"English (American)","WS","Third","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130824,18,33,33,"English (American)","WS","Third","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130825,18,33,33,"English (American)","WS","First","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130826,18,15,15,"English (American)","WS","Second","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130827,18,31,31,"English (American)","WS","Second","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130828,18,49,49,"English (American)","WS","First","White","Female",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130829,18,87,87,"English (American)","WS","Second","White","Female",NA,FALSE,"Some Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130830,18,33,33,"English (American)","WS","First","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130831,18,77,77,"English (American)","WS","Second","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130832,18,123,123,"English (American)","WS","Second","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130833,18,0,0,"English (American)","WS","Third","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130834,18,19,19,"English (American)","WS","First","White","Male",NA,TRUE,"Secondary",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130835,18,89,89,"English (American)","WS","Third","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130836,18,16,16,"English (American)","WS","First","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130837,18,223,223,"English (American)","WS","First","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130838,18,10,10,"English (American)","WS","Second","White","Male",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130839,18,478,478,"English (American)","WS","First","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130840,18,45,45,"English (American)","WS","First","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130841,18,28,28,"English (American)","WS","First","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130842,18,79,79,"English (American)","WS","First","White","Male",NA,TRUE,"Some Secondary",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130843,18,210,210,"English (American)","WS","First","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130844,18,191,191,"English (American)","WS","First","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130845,18,85,85,"English (American)","WS","First","White","Female",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130846,18,346,346,"English (American)","WS","First","White","Female",NA,TRUE,"Secondary",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130847,18,119,119,"English (American)","WS","First","White","Male",NA,FALSE,"Some Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130848,18,55,55,"English (American)","WS","Third","Black","Male",NA,FALSE,"Some Secondary",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130849,18,59,59,"English (American)","WS","First","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130850,18,82,82,"English (American)","WS","Second","White","Female",NA,TRUE,"Secondary",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130851,18,375,375,"English (American)","WS","First","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130852,18,18,18,"English (American)","WS","First","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130853,18,90,90,"English (American)","WS","First","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130854,18,15,15,"English (American)","WS","Second","White","Male",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130855,18,26,26,"English (American)","WS","Second","White","Male",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130856,18,52,52,"English (American)","WS","Second","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130857,18,100,100,"English (American)","WS","Third","White","Female",NA,TRUE,"Some Secondary",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130858,18,4,4,"English (American)","WS","Second","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130859,18,44,44,"English (American)","WS","Third","Asian","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130860,18,170,170,"English (American)","WS","First","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130861,18,185,185,"English (American)","WS","Second","Asian","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130862,18,91,91,"English (American)","WS","First","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130863,18,159,159,"English (American)","WS","Fifth","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130864,18,268,268,"English (American)","WS","Second","White","Female",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130865,18,262,262,"English (American)","WS","Second","White","Female",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130866,18,11,11,"English (American)","WS","First","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130867,18,56,56,"English (American)","WS","First","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130868,18,25,25,"English (American)","WS","First","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130869,18,49,49,"English (American)","WS","First","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130870,18,18,18,"English (American)","WS","Second","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130871,18,79,79,"English (American)","WS","Second","White","Female",NA,FALSE,"Some Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130872,18,97,97,"English (American)","WS","First","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130873,18,27,27,"English (American)","WS","Second","White","Male",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130874,18,69,69,"English (American)","WS","Second","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130875,18,30,30,"English (American)","WS","First","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130876,18,322,322,"English (American)","WS","First","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130877,18,8,8,"English (American)","WS","Second","White","Male",NA,FALSE,"Secondary",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130878,18,28,28,"English (American)","WS","First","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130879,18,183,183,"English (American)","WS","Second","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130880,18,103,103,"English (American)","WS","First","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130881,18,5,5,"English (American)","WS","Third","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130882,18,85,85,"English (American)","WS","Second","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130883,18,77,77,"English (American)","WS","First","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130884,18,14,14,"English (American)","WS","Second","White","Male",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130885,18,27,27,"English (American)","WS","First","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130886,18,18,18,"English (American)","WS","Third","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130887,18,130,130,"English (American)","WS","Second","White","Male",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130888,18,301,301,"English (American)","WS","Second","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130889,18,502,502,"English (American)","WS","First","White","Female",NA,FALSE,"Some Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130890,18,250,250,"English (American)","WS","Second","White","Male",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130891,18,212,212,"English (American)","WS","Fourth","White","Female",NA,TRUE,"Some Secondary",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130892,18,273,273,"English (American)","WS","First","White","Female",NA,FALSE,"Some Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130893,18,42,42,"English (American)","WS","First","White","Male",NA,FALSE,"Secondary",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130894,18,242,242,"English (American)","WS","First","Asian","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130895,18,239,239,"English (American)","WS","First","White","Female",NA,FALSE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130896,18,20,20,"English (American)","WS","First","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130897,18,33,33,"English (American)","WS","Second","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130898,18,17,17,"English (American)","WS","First","White","Male",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130899,18,16,16,"English (American)","WS","Second","White","Female",NA,FALSE,"Graduate",FALSE,"Marchman (Wisconsin)","CC-BY",FALSE
130900,18,249,249,"English (American)","WS","First","White","Female",NA,FALSE,"Some College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
130901,18,18,18,"English (American)","WS","First","Black","Female",NA,TRUE,"College",FALSE,"Marchman (Wisconsin)","CC-BY",TRUE
