,Country,Region,Happiness Score,Log GDP per Capita,Social Support,Life Expectancy,Freedom,Generosity,Perceptions of Corruption,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,year
910,Ivory Coast,Sub-Saharan Africa,3.916,0.55507,0.57576,0.04476,0.40663,0.20338,0.1553,,,,,,,2016
911,Cambodia,Southeastern Asia,3.907,0.55604,0.5375,0.42494,0.5885199999999999,0.40339,0.08092,,,,,,,2016
912,Angola,Sub-Saharan Africa,3.866,0.84731,0.66366,0.04991,0.00589,0.12070999999999997,0.08434,,,,,,,2016
913,Niger,Sub-Saharan Africa,3.856,0.1327,0.6053,0.26162,0.38041,0.2097,0.17176,,,,,,,2016
914,Sudan,Sub-Saharan Africa,3.832,0.39394,0.18519,0.15780999999999998,0.19662,0.25899,0.13015,,,,,,,2016
915,Chad,Sub-Saharan Africa,3.763,0.42214,0.63178,0.03824,0.12807000000000002,0.18667,0.04952,,,,,,,2016
916,Burkina Faso,Sub-Saharan Africa,3.739,0.31995,0.63054,0.21297,0.3337,0.24353,0.12533,,,,,,,2016
917,Uganda,Sub-Saharan Africa,3.739,0.34719,0.90981,0.19625,0.43653,0.27102,0.06442,,,,,,,2016
918,Yemen,Middle East and Northern Africa,3.724,0.57939,0.47493,0.31048000000000003,0.2287,0.09821,0.058920000000000014,,,,,,,2016
919,Madagascar,Sub-Saharan Africa,3.695,0.27954,0.46115,0.37109,0.13684000000000002,0.2204,0.07506,,,,,,,2016
920,Tanzania,Sub-Saharan Africa,3.666,0.47155,0.77623,0.35700000000000004,0.3176,0.31472,0.05099,,,,,,,2016
921,Liberia,Sub-Saharan Africa,3.622,0.10706,0.50353,0.23165,0.25748000000000004,0.24063,0.04852,,,,,,,2016
922,Guinea,Sub-Saharan Africa,3.607,0.22415,0.3109,0.18829,0.30953,0.29914,0.1192,,,,,,,2016
923,Rwanda,Sub-Saharan Africa,3.515,0.32846,0.6158600000000001,0.31865,0.5432,0.23552,0.50521,,,,,,,2016
924,Benin,Sub-Saharan Africa,3.484,0.39499,0.10419,0.21028,0.39747,0.2018,0.06681000000000001,,,,,,,2016
925,Afghanistan,Southern Asia,3.36,0.38227,0.11037,0.17344,0.1643,0.31268,0.07112,,,,,,,2016
926,Togo,Sub-Saharan Africa,3.303,0.28123000000000004,0,0.24811,0.34678000000000003,0.17517,0.11587,,,,,,,2016
927,Syria,Middle East and Northern Africa,3.069,0.7471899999999999,0.14866,0.6299399999999999,0.06912,0.48397,0.17232999999999998,,,,,,,2016
928,Burundi,Sub-Saharan Africa,2.905,0.06831,0.23442,0.15747,0.0432,0.2029,0.09419,,,,,,,2016
929,Norway,Western Europe,7.537000179290769,1.61646318435669,1.53352355957031,0.796666502952576,0.635422587394714,0.36201223731041,0.31596383452415505,,,,,,,2017
930,Denmark,Western Europe,7.52199983596802,1.48238301277161,1.55112159252167,0.7925655245780941,0.626006722450256,0.3552804887294771,0.40077006816864,,,,,,,2017
931,Iceland,Western Europe,7.50400018692017,1.480633020401,1.6105740070343,0.8335521221160892,0.6271626353263849,0.475540220737457,0.15352655947208402,,,,,,,2017
932,Switzerland,Western Europe,7.49399995803833,1.5649795532226598,1.51691174507141,0.858131289482117,0.620070576667786,0.29054927825927696,0.3670072853565221,,,,,,,2017
933,Finland,Western Europe,7.468999862670901,1.44357192516327,1.5402467250824,0.80915766954422,0.6179508566856379,0.24548277258873,0.38261154294014,,,,,,,2017
934,Netherlands,Western Europe,7.3769998550415,1.50394463539124,1.42893922328949,0.8106961250305179,0.5853844881057739,0.470489829778671,0.282661825418472,,,,,,,2017
935,Canada,North America,7.31599998474121,1.47920441627502,1.48134899139404,0.83455765247345,0.611100912094116,0.435539722442627,0.287371516227722,,,,,,,2017
936,New Zealand,Australia and New Zealand,7.31400012969971,1.40570604801178,1.54819512367249,0.816759705543518,0.6140621304512021,0.500005125999451,0.38281670212745705,,,,,,,2017
937,Sweden,Western Europe,7.28399991989136,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.38539925217628496,0.384398728609085,,,,,,,2017
938,Australia,Australia and New Zealand,7.28399991989136,1.4844149351120002,1.5100419521331798,0.84388679265976,0.601607382297516,0.477699249982834,0.301183730363846,,,,,,,2017
939,Israel,Middle East and Northern Africa,7.212999820709231,1.3753824234008798,1.37628996372223,0.83840399980545,0.405988603830338,0.330082654953003,0.0852421000599861,,,,,,,2017
940,Costa Rica,Latin America and Caribbean,7.0789999961853,1.10970628261566,1.4164036512374898,0.7595092654228209,0.580131649971008,0.21461322903633104,0.100106589496136,,,,,,,2017
941,Austria,Western Europe,7.00600004196167,1.48709726333618,1.4599449634552,0.8153284192085269,0.567766189575195,0.316472321748734,0.22106036543846105,,,,,,,2017
942,United States,North America,6.993000030517581,1.54625928401947,1.4199205636978105,0.7742866277694699,0.505740523338318,0.392578780651093,0.135638788342476,,,,,,,2017
943,Ireland,Western Europe,6.977000236511231,1.5357066392898602,1.55823111534119,0.8097826242446899,0.5731103420257571,0.42785832285881,0.2983881533145901,,,,,,,2017
944,Germany,Western Europe,6.9510002136230495,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.33626917004585305,0.276731938123703,,,,,,,2017
945,Belgium,Western Europe,6.89099979400635,1.46378076076508,1.4623126983642598,0.8180918693542479,0.5397707223892211,0.2315033376216889,0.251343131065369,,,,,,,2017
946,Luxembourg,Western Europe,6.86299991607666,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,0.283180981874466,0.31883442401886,,,,,,,2017
947,United Kingdom,Western Europe,6.71400022506714,1.44163393974304,1.4964600801467902,0.805335938930511,0.508190035820007,0.492774158716202,0.265428066253662,,,,,,,2017
948,Chile,Latin America and Caribbean,6.65199995040894,1.25278460979462,1.28402495384216,0.8194797039031979,0.376895278692245,0.3266624212265011,0.0822879821062088,,,,,,,2017
949,United Arab Emirates,Middle East and Northern Africa,6.6479997634887695,1.6263433694839498,1.26641023159027,0.726798236370087,0.60834527015686,0.3609419465065,0.324489563703537,,,,,,,2017
950,Brazil,Latin America and Caribbean,6.63500022888184,1.10735321044922,1.43130600452423,0.6165523529052729,0.437453746795654,0.16234989464282998,0.111092761158943,,,,,,,2017
951,Czech Republic,Central and Eastern Europe,6.60900020599365,1.35268235206604,1.43388521671295,0.754444003105164,0.490946173667908,0.0881067588925362,0.0368729270994663,,,,,,,2017
952,Argentina,Latin America and Caribbean,6.59899997711182,1.18529546260834,1.44045114517212,0.695137083530426,0.4945192039012911,0.109457060694695,0.059739887714385986,,,,,,,2017
953,Mexico,Latin America and Caribbean,6.57800006866455,1.15318381786346,1.210862159729,0.709978997707367,0.412730008363724,0.120990432798862,0.132774114608765,,,,,,,2017
954,Singapore,Southeastern Asia,6.57200002670288,1.69227766990662,1.35381436347961,0.9494923949241642,0.549840569496155,0.345965981483459,0.46430778503418,,,,,,,2017
955,Malta,Western Europe,6.52699995040894,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.5747305750846861,0.153066068887711,,,,,,,2017
956,Uruguay,Latin America and Caribbean,6.4539999961853,1.21755969524384,1.41222786903381,0.719216823577881,0.5793922543525699,0.175096929073334,0.17806187272071802,,,,,,,2017
957,Guatemala,Latin America and Caribbean,6.4539999961853,0.872001945972443,1.25558519363403,0.540239989757538,0.5313106179237371,0.283488392829895,0.0772232785820961,,,,,,,2017
958,Panama,Latin America and Caribbean,6.4520001411438,1.23374843597412,1.3731925487518302,0.706156134605408,0.550026834011078,0.21055693924427,0.070983923971653,,,,,,,2017
959,France,Western Europe,6.44199991226196,1.43092346191406,1.38777685165405,0.8444658517837521,0.470222115516663,0.129762306809425,0.172502428293228,,,,,,,2017
960,Thailand,Southeastern Asia,6.423999786376951,1.12786877155304,1.4257924556732198,0.647239029407501,0.580200731754303,0.572123110294342,0.0316127352416515,,,,,,,2017
961,Taiwan,Eastern Asia,6.42199993133545,1.4336265325546298,1.38456535339355,0.793984234333038,0.361466586589813,0.258360475301743,0.0638292357325554,,,,,,,2017
962,Spain,Western Europe,6.40299987792969,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.190133571624756,0.0709140971302986,,,,,,,2017
963,Qatar,Middle East and Northern Africa,6.375,1.87076568603516,1.27429687976837,0.7100980877876278,0.604130983352661,0.33047387003898604,0.4392992556095121,,,,,,,2017
964,Colombia,Latin America and Caribbean,6.35699987411499,1.07062232494354,1.4021829366683998,0.595027923583984,0.477487415075302,0.14901447296142598,0.0466687418520451,,,,,,,2017
965,Saudi Arabia,Middle East and Northern Africa,6.343999862670901,1.53062355518341,1.28667759895325,0.590148329734802,0.449750572443008,0.147616013884544,0.27343225479126004,,,,,,,2017
966,Trinidad and Tobago,Latin America and Caribbean,6.1680002212524405,1.36135590076447,1.3802285194397,0.5199832916259771,0.518630743026733,0.32529646158218395,0.00896481610834599,,,,,,,2017
967,Kuwait,Middle East and Northern Africa,6.10500001907349,1.63295245170593,1.25969874858856,0.6321057081222529,0.496337592601776,0.228289797902107,0.21515955030918105,,,,,,,2017
968,Slovakia,Central and Eastern Europe,6.09800004959106,1.32539355754852,1.5050592422485398,0.712732911109924,0.295817464590073,0.136544480919838,0.0242108516395092,,,,,,,2017
969,Bahrain,Middle East and Northern Africa,6.08699989318848,1.48841226100922,1.3231104612350502,0.653133034706116,0.536746919155121,0.17266848683357194,0.257042169570923,,,,,,,2017
970,Malaysia,Southeastern Asia,6.08400011062622,1.29121541976929,1.28464603424072,0.618784427642822,0.4022649824619289,0.416608929634094,0.0656007081270218,,,,,,,2017
971,Nicaragua,Latin America and Caribbean,6.07100009918213,0.737299203872681,1.28721570968628,0.6530959606170649,0.447551846504211,0.301674216985703,0.130687981843948,,,,,,,2017
972,Ecuador,Latin America and Caribbean,6.00799989700317,1.00082039833069,1.28616881370544,0.685636222362518,0.4551981985569,0.15011246502399406,0.140134647488594,,,,,,,2017
973,El Salvador,Latin America and Caribbean,6.0029997825622585,0.909784495830536,1.1821250915527302,0.596018552780151,0.432452529668808,0.0782579854130745,0.0899809598922729,,,,,,,2017
974,Poland,Central and Eastern Europe,5.97300004959106,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.158465966582298,0.0593078061938286,,,,,,,2017
975,Uzbekistan,Central and Eastern Europe,5.97100019454956,0.786441087722778,1.54896914958954,0.498272627592087,0.6582486629486078,0.415983647108078,0.246528223156929,,,,,,,2017
976,Italy,Western Europe,5.96400022506714,1.39506661891937,1.44492328166962,0.8531443476676941,0.256450712680817,0.17278964817523998,0.0280280914157629,,,,,,,2017
977,Russia,Central and Eastern Europe,5.962999820709231,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0522638224065304,0.0329628810286522,,,,,,,2017
978,Belize,Latin America and Caribbean,5.955999851226809,0.907975316047668,1.08141779899597,0.450191766023636,0.5475093722343439,0.24001564085483604,0.0965810716152191,,,,,,,2017
979,Japan,Eastern Asia,5.92000007629395,1.41691517829895,1.43633782863617,0.9134758710861208,0.505625545978546,0.12057276815176,0.163760736584663,,,,,,,2017
980,Lithuania,Central and Eastern Europe,5.90199995040894,1.3145823478698702,1.47351610660553,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812,,,,,,,2017
981,Algeria,Middle East and Northern Africa,5.8720002174377415,1.09186446666718,1.1462174654007,0.6175846457481379,0.233335807919502,0.0694366469979286,0.14609611034393302,,,,,,,2017
982,Latvia,Central and Eastern Europe,5.849999904632571,1.26074862480164,1.40471494197845,0.638566970825195,0.325707912445068,0.153074786067009,0.0738427266478539,,,,,,,2017
983,South Korea,Eastern Asia,5.837999820709231,1.40167844295502,1.1282744407653795,0.900214076042175,0.257921665906906,0.206674367189407,0.0632826685905457,,,,,,,2017
984,Moldova,Central and Eastern Europe,5.837999820709231,0.7288706302642819,1.25182557106018,0.5894652009010309,0.240729048848152,0.20877912640571605,0.0100912861526012,,,,,,,2017
985,Romania,Central and Eastern Europe,5.824999809265139,1.21768391132355,1.15009129047394,0.6851583123207089,0.457003742456436,0.133519917726517,0.004387900698930029,,,,,,,2017
986,Bolivia,Latin America and Caribbean,5.82299995422363,0.833756566047668,1.22761905193329,0.4736302495002751,0.5587329268455511,0.22556072473526,0.0604777261614799,,,,,,,2017
987,Turkmenistan,Central and Eastern Europe,5.82200002670288,1.1307767629623402,1.49314916133881,0.437726080417633,0.41827192902565,0.24992498755455,0.2592703402042389,,,,,,,2017
988,Kazakhstan,Central and Eastern Europe,5.8189997673034695,1.2845562696456898,1.38436901569366,0.6060415506362921,0.43745428323745705,0.20196442306041693,0.11928288638591802,,,,,,,2017
989,North Cyprus,Western Europe,5.80999994277954,1.3469113111496,1.18630337715149,0.834647238254547,0.471203625202179,0.266845703125,0.155353352427483,,,,,,,2017
990,Slovenia,Central and Eastern Europe,5.75799989700317,1.3412059545517,1.4525188207626298,0.7908282279968258,0.572575807571411,0.242649093270302,0.0451289787888527,,,,,,,2017
991,Peru,Latin America and Caribbean,5.71500015258789,1.03522527217865,1.21877038478851,0.6301661133766171,0.4500028789043429,0.126819714903831,0.0470490865409374,,,,,,,2017
992,Mauritius,Sub-Saharan Africa,5.62900018692017,1.18939554691315,1.20956099033356,0.6380074620246889,0.491247326135635,0.360933750867844,0.0421815551817417,,,,,,,2017
993,Cyprus,Western Europe,5.62099981307983,1.35593807697296,1.13136327266693,0.84471470117569,0.35511153936386103,0.271254301071167,0.0412379764020443,,,,,,,2017
994,Estonia,Central and Eastern Europe,5.61100006103516,1.3208793401718102,1.47667109966278,0.695168316364288,0.479131430387497,0.0988908112049103,0.18324892222881306,,,,,,,2017
995,Belarus,Central and Eastern Europe,5.5689997673034695,1.15655755996704,1.4449452161788898,0.6377142667770389,0.295400261878967,0.15513750910759,0.156313821673393,,,,,,,2017
996,Libya,Middle East and Northern Africa,5.525000095367429,1.10180306434631,1.35756433010101,0.520169019699097,0.465733230113983,0.15207366645336198,0.0926102101802826,,,,,,,2017
997,Turkey,Middle East and Northern Africa,5.5,1.1982743740081798,1.33775317668915,0.6376056075096129,0.300740599632263,0.0466930419206619,0.0996715798974037,,,,,,,2017
998,Paraguay,Latin America and Caribbean,5.493000030517581,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,,,,,,,2017
999,Hong Kong,Eastern Asia,5.47200012207031,1.55167484283447,1.26279091835022,0.943062424659729,0.490968644618988,0.374465793371201,0.293933749198914,,,,,,,2017
1000,Philippines,Southeastern Asia,5.42999982833862,0.85769921541214,1.25391757488251,0.468009054660797,0.585214674472809,0.193513423204422,0.0993318930268288,,,,,,,2017
1001,Serbia,Central and Eastern Europe,5.39499998092651,1.06931757926941,1.2581897974014298,0.65078467130661,0.20871552824974104,0.22012588381767287,0.0409037806093693,,,,,,,2017
1002,Jordan,Middle East and Northern Africa,5.33599996566772,0.9910123944282528,1.23908889293671,0.6045900583267211,0.418421149253845,0.17217046022415194,0.11980327218771004,,,,,,,2017
1003,Hungary,Central and Eastern Europe,5.32399988174438,1.2860119342803995,1.34313309192657,0.6877634525299069,0.17586351931095098,0.0784016624093056,0.0366369374096394,,,,,,,2017
1004,Jamaica,Latin America and Caribbean,5.31099987030029,0.925579309463501,1.3682180643081698,0.6410223841667181,0.474307239055634,0.23381833732128104,0.0552677810192108,,,,,,,2017
1005,Croatia,Central and Eastern Europe,5.2930002212524405,1.22255623340607,0.96798300743103,0.701288521289825,0.255772292613983,0.248002976179123,0.0431031100451946,,,,,,,2017
1006,Kosovo,Central and Eastern Europe,5.27899980545044,0.951484382152557,1.13785350322723,0.541452050209045,0.260287940502167,0.319931447505951,0.0574716180562973,,,,,,,2017
1007,China,Eastern Asia,5.2729997634887695,1.08116579055786,1.16083741188049,0.741415500640869,0.472787708044052,0.0288068410009146,0.0227942746132612,,,,,,,2017
1008,Pakistan,Southern Asia,5.26900005340576,0.7268835306167599,0.6726906895637509,0.402047783136368,0.23521526157856,0.3154460191726681,0.124348066747189,,,,,,,2017
1009,Indonesia,Southeastern Asia,5.26200008392334,0.995538592338562,1.27444469928741,0.4923457205295561,0.443323463201523,0.611704587936401,0.0153171354904771,,,,,,,2017
1010,Venezuela,Latin America and Caribbean,5.25,1.12843120098114,1.43133759498596,0.617144227027893,0.15399712324142498,0.0650196298956871,0.0644911229610443,,,,,,,2017
1011,Montenegro,Central and Eastern Europe,5.23699998855591,1.12112903594971,1.23837649822235,0.6674646735191351,0.194989055395126,0.197911024093628,0.0881741940975189,,,,,,,2017
1012,Morocco,Middle East and Northern Africa,5.2350001335144,0.8781145811080929,0.774864435195923,0.59771066904068,0.408158332109451,0.0322099551558495,0.0877631828188896,,,,,,,2017
1013,Azerbaijan,Central and Eastern Europe,5.234000205993652,1.1536017656326298,1.15240025520325,0.5407757759094239,0.3981558382511141,0.0452693402767181,0.180987507104874,,,,,,,2017
1014,Dominican Republic,Latin America and Caribbean,5.230000019073491,1.07937383651733,1.4024167060852095,0.574873745441437,0.55258983373642,0.186967849731445,0.113945253193378,,,,,,,2017
1015,Greece,Western Europe,5.227000236511231,1.28948748111725,1.23941457271576,0.8101989030838009,0.0957312509417534,0,0.04328977689147,,,,,,,2017
1016,Lebanon,Middle East and Northern Africa,5.22499990463257,1.07498753070831,1.12962424755096,0.7350810766220089,0.28851598501205394,0.26445075869560203,0.037513829767704,,,,,,,2017
1017,Portugal,Western Europe,5.19500017166138,1.3151752948761002,1.36704301834106,0.795843541622162,0.498465299606323,0.0951027125120163,0.0158694516867399,,,,,,,2017
1018,Bosnia and Herzegovina,Central and Eastern Europe,5.18200016021729,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.328867495059967,0,,,,,,,2017
1019,Honduras,Latin America and Caribbean,5.1810002326965305,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.23618887364864305,0.0733454525470734,,,,,,,2017
1020,Macedonia,Central and Eastern Europe,5.1750001907348615,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.25376096367836,0.0602777935564518,,,,,,,2017
1021,Somalia,Sub-Saharan Africa,5.151000022888179,0.0226431842893362,0.7211513519287109,0.113989137113094,0.602126955986023,0.291631311178207,0.28241032361984303,,,,,,,2017
1022,Vietnam,Southeastern Asia,5.07399988174438,0.7885475754737851,1.27749133110046,0.6521689891815191,0.571055591106415,0.234968051314354,0.0876332372426987,,,,,,,2017
1023,Nigeria,Sub-Saharan Africa,5.07399988174438,0.783756256103516,1.21577048301697,0.0569157302379608,0.394952565431595,0.230947196483612,0.0261215660721064,,,,,,,2017
1024,Tajikistan,Central and Eastern Europe,5.04099988937378,0.524713635444641,1.27146327495575,0.5292351245880129,0.471566706895828,0.24899764358997306,0.14637714624404902,,,,,,,2017
1025,Bhutan,Southern Asia,5.01100015640259,0.885416388511658,1.3401265144348102,0.495879292488098,0.5015376806259161,0.474054545164108,0.17338038980960802,,,,,,,2017
1026,Kyrgyzstan,Central and Eastern Europe,5.0040001869201705,0.5962200760841371,1.39423859119415,0.553457796573639,0.454943388700485,0.42858037352562,0.0394391790032387,,,,,,,2017
1027,Nepal,Southern Asia,4.961999893188481,0.479820191860199,1.17928326129913,0.504130780696869,0.4403059482574461,0.3940961658954621,0.0729755461215973,,,,,,,2017
1028,Mongolia,Eastern Asia,4.95499992370605,1.02723586559296,1.4930112361908,0.557783484458923,0.3941439688205721,0.338464230298996,0.0329022891819477,,,,,,,2017
1029,South Africa,Sub-Saharan Africa,4.8289999961853,1.05469870567322,1.38478863239288,0.18708007037639604,0.479246735572815,0.13936237990856198,0.0725094974040985,,,,,,,2017
1030,Tunisia,Middle East and Northern Africa,4.80499982833862,1.00726580619812,0.8683514595031742,0.613212049007416,0.289680689573288,0.0496933571994305,0.0867231488227844,,,,,,,2017
1031,Palestinian Territories,Middle East and Northern Africa,4.77500009536743,0.716249227523804,1.15564715862274,0.565666973590851,0.25471106171608,0.114173173904419,0.0892826020717621,,,,,,,2017
1032,Egypt,Middle East and Northern Africa,4.7350001335144,0.989701807498932,0.997471392154694,0.520187258720398,0.28211015462875394,0.128631442785263,0.114381365478039,,,,,,,2017
1033,Bulgaria,Central and Eastern Europe,4.71400022506714,1.1614590883255,1.43437945842743,0.708217680454254,0.2892317175865169,0.113177694380283,0.0110515309497714,,,,,,,2017
1034,Sierra Leone,Sub-Saharan Africa,4.70900011062622,0.36842092871666,0.984136044979095,0.005564753897488121,0.318697690963745,0.293040901422501,0.0710951760411263,,,,,,,2017
1035,Cameroon,Sub-Saharan Africa,4.69500017166138,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.23629845678806305,0.0513066314160824,,,,,,,2017
1036,Iran,Middle East and Northern Africa,4.69199991226196,1.15687310695648,0.7115512490272521,0.639333188533783,0.24932260811328896,0.387242913246155,0.048761073499918005,,,,,,,2017
1037,Albania,Central and Eastern Europe,4.64400005340576,0.996192753314972,0.8036852478981021,0.731159746646881,0.381498634815216,0.201312944293022,0.0398642159998417,,,,,,,2017
1038,Bangladesh,Southern Asia,4.60799980163574,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.17225535213947304,0.123717859387398,,,,,,,2017
1039,Namibia,Sub-Saharan Africa,4.57399988174438,0.964434325695038,1.0984708070755,0.33861181139946,0.520303547382355,0.0771337449550629,0.0931469723582268,,,,,,,2017
1040,Kenya,Sub-Saharan Africa,4.55299997329712,0.560479462146759,1.06795072555542,0.30998834967613204,0.452763766050339,0.444860309362411,0.0646413192152977,,,,,,,2017
1041,Mozambique,Sub-Saharan Africa,4.5500001907348615,0.234305649995804,0.870701014995575,0.106654435396194,0.480791091918945,0.322228103876114,0.17943638563156106,,,,,,,2017
1042,Myanmar,Southeastern Asia,4.54500007629395,0.36711055040359497,1.12323594093323,0.397522568702698,0.514492034912109,0.8380751609802249,0.188816204667091,,,,,,,2017
1043,Senegal,Sub-Saharan Africa,4.53499984741211,0.479309022426605,1.17969191074371,0.409362852573395,0.37792226672172496,0.183468893170357,0.115460447967052,,,,,,,2017
1044,Zambia,Sub-Saharan Africa,4.513999938964839,0.6364067792892459,1.00318729877472,0.25783589482307395,0.461603492498398,0.249580144882202,0.0782135501503944,,,,,,,2017
1045,Iraq,Middle East and Northern Africa,4.49700021743774,1.1027104854583702,0.978613197803497,0.501180469989777,0.288555532693863,0.19963726401329,0.107215754687786,,,,,,,2017
1046,Gabon,Sub-Saharan Africa,4.46500015258789,1.1982102394104,1.1556202173233,0.35657858848571794,0.31232857704162603,0.0437853783369064,0.0760467872023582,,,,,,,2017
1047,Ethiopia,Sub-Saharan Africa,4.46000003814697,0.339233845472336,0.8646692037582401,0.353409707546234,0.408842742443085,0.31265074014663696,0.16545571386814098,,,,,,,2017
1048,Sri Lanka,Southern Asia,4.44000005722046,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.490863561630249,0.0736539661884308,,,,,,,2017
1049,Armenia,Central and Eastern Europe,4.37599992752075,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.0834880918264389,0.0266744215041399,,,,,,,2017
1050,India,Southern Asia,4.31500005722046,0.7922212481498722,0.754372596740723,0.455427616834641,0.469987004995346,0.23153848946094505,0.0922268852591515,,,,,,,2017
1051,Mauritania,Sub-Saharan Africa,4.29199981689453,0.6484572887420649,1.2720308303833,0.285349279642105,0.0960980430245399,0.201870024204254,0.136957004666328,,,,,,,2017
1052,Congo (Brazzaville),Sub-Saharan Africa,4.29099988937378,0.8089642524719242,0.8320443630218509,0.28995743393898,0.4350258708000179,0.12085212767124195,0.0796181336045265,,,,,,,2017
1053,Georgia,Central and Eastern Europe,4.28599977493286,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.0540088154375553,0.25166663527488703,,,,,,,2017
1054,Congo (Kinshasa),Sub-Saharan Africa,4.280000209808351,0.0921023488044739,1.22902345657349,0.191407024860382,0.235961347818375,0.246455833315849,0.0602413564920425,,,,,,,2017
1055,Mali,Sub-Saharan Africa,4.19000005722046,0.476180493831635,1.2814733982086202,0.16936567425727805,0.306613743305206,0.183354198932648,0.10497024655342098,,,,,,,2017
1056,Ivory Coast,Sub-Saharan Africa,4.17999982833862,0.6030489206314089,0.904780030250549,0.0486421696841717,0.4477061927318571,0.201237469911575,0.130061775445938,,,,,,,2017
1057,Cambodia,Southeastern Asia,4.1680002212524405,0.6017650961875921,1.00623834133148,0.429783403873444,0.633375823497772,0.385922968387604,0.0681059509515762,,,,,,,2017
1058,Sudan,Sub-Saharan Africa,4.138999938964839,0.6595166921615601,1.21400856971741,0.290920823812485,0.0149958552792668,0.182317450642586,0.089847519993782,,,,,,,2017
1059,Ghana,Sub-Saharan Africa,4.11999988555908,0.667224824428558,0.873664736747742,0.29563772678375205,0.423026293516159,0.25692394375801103,0.0253363698720932,,,,,,,2017
1060,Ukraine,Central and Eastern Europe,4.09600019454956,0.89465194940567,1.39453756809235,0.575903952121735,0.122974775731564,0.270061463117599,0.0230294708162546,,,,,,,2017
1061,Uganda,Sub-Saharan Africa,4.08099985122681,0.381430715322495,1.12982773780823,0.21763260662555706,0.443185955286026,0.32576605677604703,0.057069718837738,,,,,,,2017
1062,Burkina Faso,Sub-Saharan Africa,4.03200006484985,0.3502277135849001,1.04328000545502,0.21584425866603896,0.32436785101890603,0.250864684581757,0.12032810598611805,,,,,,,2017
1063,Niger,Sub-Saharan Africa,4.02799987792969,0.16192533075809498,0.993025004863739,0.26850500702858,0.36365869641304,0.228673845529556,0.13857294619083402,,,,,,,2017
1064,Malawi,Sub-Saharan Africa,3.97000002861023,0.233442038297653,0.5125688314437871,0.315089583396912,0.466914653778076,0.28717046976089505,0.0727116540074348,,,,,,,2017
1065,Chad,Sub-Saharan Africa,3.9360001087188703,0.43801298737525896,0.953855872154236,0.0411347150802612,0.16234202682972002,0.216113850474358,0.0535818822681904,,,,,,,2017
1066,Zimbabwe,Sub-Saharan Africa,3.875,0.3758465349674221,1.08309590816498,0.19676375389099104,0.336384207010269,0.189143493771553,0.0953753814101219,,,,,,,2017
1067,Lesotho,Sub-Saharan Africa,3.80800008773804,0.521021246910095,1.19009518623352,0,0.390661299228668,0.157497271895409,0.119094640016556,,,,,,,2017
1068,Angola,Sub-Saharan Africa,3.79500007629395,0.8584281802177429,1.10441195964813,0.0498686656355858,0,0.09792649000883097,0.0697203353047371,,,,,,,2017
1069,Afghanistan,Southern Asia,3.79399991035461,0.401477217674255,0.581543326377869,0.18074677884578694,0.106179520487785,0.311870932579041,0.0611578300595284,,,,,,,2017
1070,Botswana,Sub-Saharan Africa,3.7660000324249294,1.12209415435791,1.22155499458313,0.34175550937652605,0.505196332931519,0.0993484482169151,0.0985831990838051,,,,,,,2017
1071,Benin,Sub-Saharan Africa,3.65700006484985,0.43108540773391707,0.435299843549728,0.20993021130561804,0.42596277594566295,0.207948461174965,0.0609290152788162,,,,,,,2017
1072,Madagascar,Sub-Saharan Africa,3.64400005340576,0.305808693170547,0.9130203723907472,0.375223308801651,0.18919676542282104,0.208732530474663,0.0672319754958153,,,,,,,2017
1073,Haiti,Latin America and Caribbean,3.6029999256134,0.368610262870789,0.640449821949005,0.277321130037308,0.0303698573261499,0.4892037808895109,0.0998721495270729,,,,,,,2017
1074,Yemen,Middle East and Northern Africa,3.59299993515015,0.5916834473609921,0.93538224697113,0.310080915689468,0.24946372210979506,0.104125209152699,0.0567674227058887,,,,,,,2017
1075,Sudan,Sub-Saharan Africa,3.5910000801086404,0.39724862575531,0.601323127746582,0.163486003875732,0.147062435746193,0.285670816898346,0.116793513298035,,,,,,,2017
1076,Liberia,Sub-Saharan Africa,3.532999992370609,0.119041793048382,0.8721179366111759,0.229918196797371,0.33288118243217496,0.26654988527298,0.0389482490718365,,,,,,,2017
